id,station,year,month,tmax,tmin,rain
4300,Shawbury,1991,4,12.7,5.2,95.7
4301,Shawbury,1991,5,16.7,8.2,3.5
4302,Shawbury,1991,6,16.4,9.4,126.0
4303,Shawbury,1991,7,21.1,13.8,83.3
4304,Shawbury,1991,8,22.2,13.3,30.4
4305,Shawbury,1991,9,20.1,10.8,66.8
4306,Shawbury,1991,10,13.6,7.2,121.2
4307,Shawbury,1991,11,10.6,3.8,118.2
4308,Shawbury,1991,12,8.0,3.1,49.0
4309,Shawbury,1992,1,6.7,1.8,41.0
4310,Shawbury,1992,2,9.2,2.6,46.4
4311,Shawbury,1992,3,11.3,4.9,76.5
4312,Shawbury,1992,4,13.0,5.7,83.2
4313,Shawbury,1992,5,19.3,9.5,49.0
4314,Shawbury,1992,6,22.3,11.1,20.7
4315,Shawbury,1992,7,20.9,13.4,90.3
4316,Shawbury,1992,8,19.4,12.4,184.8
4317,Shawbury,1992,9,17.3,10.6,109.9
4318,Shawbury,1992,10,12.0,4.6,63.2
4319,Shawbury,1992,11,11.3,4.4,220.0
4320,Shawbury,1992,12,7.3,2.1,71.6
4321,Shawbury,1993,1,10.1,3.6,181.8
4322,Shawbury,1993,2,8.2,3.0,15.3
4323,Shawbury,1993,3,10.9,3.6,26.4
4324,Shawbury,1993,4,13.5,6.9,89.7
4325,Shawbury,1993,5,16.1,8.4,62.7
4326,Shawbury,1993,6,20.6,11.5,64.9
4327,Shawbury,1993,7,20.0,11.9,135.7
4328,Shawbury,1993,8,19.6,11.0,40.0
4329,Shawbury,1993,9,17.4,9.1,95.3
4330,Shawbury,1993,10,12.5,5.8,84.4
4331,Shawbury,1993,11,9.1,2.8,95.1
4332,Shawbury,1993,12,9.6,3.6,249.5
4333,Shawbury,1994,1,9.0,3.4,175.2
4334,Shawbury,1994,2,7.3,1.3,140.3
4335,Shawbury,1994,3,11.3,5.4,148.3
4336,Shawbury,1994,4,13.0,5.1,84.0
4337,Shawbury,1994,5,15.5,8.4,87.2
4338,Shawbury,1994,6,19.3,10.7,45.8
4339,Shawbury,1994,7,23.1,13.6,44.5
4340,Shawbury,1994,8,20.5,12.5,68.0
4341,Shawbury,1994,9,16.9,10.0,87.8
4342,Shawbury,1994,10,14.8,6.7,139.7
4343,Shawbury,1994,11,13.3,8.6,146.0
4344,Shawbury,1994,12,10.6,4.6,199.7
4345,Shawbury,1995,1,8.9,2.9,211.3
4346,Shawbury,1995,2,10.5,4.5,138.7
4347,Shawbury,1995,3,10.7,2.1,67.4
4348,Shawbury,1995,4,14.3,6.0,27.9
4349,Shawbury,1995,5,17.3,7.3,86.2
4350,Shawbury,1995,6,20.3,10.8,8.9
4351,Shawbury,1995,7,23.4,14.3,44.2
4352,Shawbury,1995,8,26.0,14.5,9.2
4353,Shawbury,1995,9,18.4,10.0,122.4
4354,Shawbury,1995,10,17.0,10.5,106.2
4355,Shawbury,1995,11,12.0,5.0,117.1
4356,Shawbury,1995,12,5.8,1.0,125.3
4357,Shawbury,1996,1,6.9,3.4,68.4
4358,Shawbury,1996,2,6.9,0.3,90.8
4359,Shawbury,1996,3,8.8,2.9,59.9
4360,Shawbury,1996,4,13.8,5.1,70.2
4361,Shawbury,1996,5,14.4,6.0,97.6
4362,Shawbury,1996,6,20.7,9.9,18.7
4363,Shawbury,1996,7,22.1,12.6,49.1
4364,Shawbury,1996,8,22.0,12.4,136.7
4365,Shawbury,1996,9,18.9,10.6,53.5
4366,Shawbury,1996,10,15.5,8.9,152.6
4367,Shawbury,1996,11,10.3,3.0,156.2
4368,Shawbury,1996,12,6.8,1.4,52.5
4369,Shawbury,1997,1,5.8,-0.1,15.5
4370,Shawbury,1997,2,10.6,3.9,181.2
4371,Shawbury,1997,3,12.2,5.0,42.3
4372,Shawbury,1997,4,15.1,4.9,34.0
4373,Shawbury,1997,5,17.2,7.8,97.9
4374,Shawbury,1997,6,18.9,11.6,100.2
4375,Shawbury,1997,7,22.1,12.5,42.6
4376,Shawbury,1997,8,23.3,15.5,251.0
4377,Shawbury,1997,9,19.0,10.9,69.9
4378,Shawbury,1997,10,15.1,7.3,84.9
4379,Shawbury,1997,11,12.4,6.1,163.4
4380,Shawbury,1997,12,9.9,3.3,150.0
4381,Shawbury,1998,1,8.8,2.7,154.9
4382,Shawbury,1998,2,11.6,3.3,22.0
4383,Shawbury,1998,3,12.3,5.8,168.2
4384,Shawbury,1998,4,12.2,5.5,129.6
4385,Shawbury,1998,5,19.2,10.4,45.5
4386,Shawbury,1998,6,18.1,12.0,157.8
4387,Shawbury,1998,7,19.8,12.3,66.9
4388,Shawbury,1998,8,20.9,12.4,59.1
4389,Shawbury,1998,9,19.1,11.5,118.5
4390,Shawbury,1998,10,14.6,7.8,228.8
4391,Shawbury,1998,11,10.6,3.4,118.7
4392,Shawbury,1998,12,9.6,1.9,130.7
4393,Shawbury,1999,1,10.2,2.3,208.3
4394,Shawbury,1999,2,9.1,2.8,64.1
4395,Shawbury,1999,3,11.8,3.6,70.2
4396,Shawbury,1999,4,13.8,5.7,109.0
4397,Shawbury,1999,5,17.5,9.5,75.2
4398,Shawbury,1999,6,19.1,8.9,71.0
4399,Shawbury,1999,7,23.1,13.0,12.9
4400,Shawbury,1999,8,21.3,12.7,204.0
4401,Shawbury,1999,9,20.2,10.9,176.4
4402,Shawbury,1999,10,15.2,7.3,90.3
4403,Shawbury,1999,11,11.8,4.5,60.5
4404,Shawbury,1999,12,9.3,2.2,231.0
4405,Shawbury,2000,1,8.5,1.2,47.8
4406,Shawbury,2000,2,10.4,3.0,168.4
4407,Shawbury,2000,3,11.8,4.1,59.5
4408,Shawbury,2000,4,12.3,4.5,155.4
4409,Shawbury,2000,5,17.2,8.1,95.1
4410,Shawbury,2000,6,20.2,11.2,37.1
4411,Shawbury,2000,7,20.8,12.4,74.5
4412,Shawbury,2000,8,21.9,13.0,73.9
4413,Shawbury,2000,9,19.3,11.4,156.8
4414,Shawbury,2000,10,15.0,7.1,267.6
4415,Shawbury,2000,11,11.1,3.2,180.4
4416,Shawbury,2000,12,9.9,4.6,187.7
4417,Shawbury,2001,1,7.8,1.8,84.0
4418,Shawbury,2001,2,10.1,1.7,96.5
4419,Shawbury,2001,3,9.5,2.8,147.5
4420,Shawbury,2001,4,12.9,4.5,119.1
4421,Shawbury,2001,5,18.1,8.7,31.6
4422,Shawbury,2001,6,20.2,10.2,34.8
4423,Shawbury,2001,7,21.6,13.1,144.6
4424,Shawbury,2001,8,21.1,13.6,134.3
4425,Shawbury,2001,9,18.5,10.5,36.5
4426,Shawbury,2001,10,17.2,11.0,183.4
4427,Shawbury,2001,11,12.2,4.0,86.6
4428,Shawbury,2001,12,8.4,1.3,36.1
4429,Shawbury,2002,1,9.8,3.7,142.0
4430,Shawbury,2002,2,11.1,4.6,187.6
4431,Shawbury,2002,3,12.5,5.0,65.1
4432,Shawbury,2002,4,14.6,5.6,84.7
4433,Shawbury,2002,5,16.5,8.5,129.8
4434,Shawbury,2002,6,18.4,10.6,66.0
4435,Shawbury,2002,7,20.5,12.5,65.9
4436,Shawbury,2002,8,21.7,12.9,55.9
4437,Shawbury,2002,9,19.6,10.7,30.5
4438,Shawbury,2002,10,14.7,7.1,217.1
4439,Shawbury,2002,11,12.8,7.1,175.6
4440,Shawbury,2002,12,8.9,4.6,151.1
4441,Shawbury,2003,1,8.6,2.3,90.6
4442,Shawbury,2003,2,8.7,1.9,39.9
4443,Shawbury,2003,3,13.6,4.5,47.1
4444,Shawbury,2003,4,16.2,6.2,70.3
4445,Shawbury,2003,5,16.7,8.4,93.0
4446,Shawbury,2003,6,21.3,11.7,68.4
4447,Shawbury,2003,7,22.0,13.8,93.9
4448,Shawbury,2003,8,24.5,14.7,16.2
4449,Shawbury,2003,9,20.5,9.5,23.1
4450,Shawbury,2003,10,14.4,5.7,65.4
4451,Shawbury,2003,11,12.5,6.0,105.3
4452,Shawbury,2003,12,9.6,3.1,138.1
4453,Shawbury,2004,1,9.4,3.0,162.2
4454,Shawbury,2004,2,9.6,2.9,67.3
4455,Shawbury,2004,3,11.4,3.8,85.6
4456,Shawbury,2004,4,14.7,6.3,73.8
4457,Shawbury,2004,5,18.3,8.8,40.0
4458,Shawbury,2004,6,21.2,12.3,65.9
4459,Shawbury,2004,7,20.7,12.6,82.5
4460,Shawbury,2004,8,22.3,13.7,141.7
4461,Shawbury,2004,9,19.5,11.6,107.4
4462,Shawbury,2004,10,15.0,8.3,182.5
4463,Shawbury,2004,11,12.0,6.0,65.6
4464,Shawbury,2004,12,9.7,3.5,84.5
4465,Shawbury,2005,1,10.4,3.9,75.0
4466,Shawbury,2005,2,8.8,2.4,49.5
4467,Shawbury,2005,3,11.6,4.8,65.2
4468,Shawbury,2005,4,14.7,6.6,87.6
4469,Shawbury,2005,5,17.2,8.3,51.6
4470,Shawbury,2005,6,20.6,12.2,76.6
4471,Shawbury,2005,7,22.2,13.9,69.9
4472,Shawbury,2005,8,21.9,11.6,55.6
4473,Shawbury,2005,9,20.4,11.6,82.8
4474,Shawbury,2005,10,16.6,11.4,160.0
4475,Shawbury,2005,11,10.9,3.0,106.1
4476,Shawbury,2005,12,9.3,2.4,114.7
4477,Shawbury,2006,1,8.0,2.9,36.0
4478,Shawbury,2006,2,7.7,2.3,59.0
4479,Shawbury,2006,3,9.5,3.5,121.8
4480,Shawbury,2006,4,14.1,6.2,35.1
4481,Shawbury,2006,5,17.0,8.9,159.2
4482,Shawbury,2006,6,21.9,11.8,47.4
4483,Shawbury,2006,7,25.5,14.5,65.6
4484,Shawbury,2006,8,21.1,13.2,58.9
4485,Shawbury,2006,9,21.3,12.7,43.4
4486,Shawbury,2006,10,16.8,8.8,178.1
4487,Shawbury,2006,11,12.5,3.6,178.1
4488,Shawbury,2006,12,10.1,3.9,147.1
4489,Shawbury,2007,1,10.5,4.2,178.9
4490,Shawbury,2007,2,10.0,3.7,152.3
4491,Shawbury,2007,3,12.6,4.3,89.5
4492,Shawbury,2007,4,18.4,7.0,21.8
4493,Shawbury,2007,5,17.4,8.7,128.5
4494,Shawbury,2007,6,20.1,12.1,104.7
4495,Shawbury,2007,7,19.3,12.6,173.8
4496,Shawbury,2007,8,21.1,11.7,71.3
4497,Shawbury,2007,9,18.5,10.2,53.1
4498,Shawbury,2007,10,14.9,6.7,57.0
4499,Shawbury,2007,11,12.0,4.9,88.4
4500,Shawbury,2007,12,9.0,2.9,171.5
4501,Shawbury,2008,1,10.6,4.4,170.6
4502,Shawbury,2008,2,10.2,2.4,44.5
4503,Shawbury,2008,3,10.8,3.9,98.7
4504,Shawbury,2008,4,13.9,4.7,59.9
4505,Shawbury,2008,5,19.4,9.9,95.3
4506,Shawbury,2008,6,19.7,10.5,63.8
4507,Shawbury,2008,7,21.2,12.6,138.4
4508,Shawbury,2008,8,20.3,13.1,170.2
4509,Shawbury,2008,9,18.8,10.1,197.8
4510,Shawbury,2008,10,15.2,6.1,113.0
4511,Shawbury,2008,11,11.5,5.8,93.3
4512,Shawbury,2008,12,7.0,0.6,64.6
4513,Shawbury,2009,1,6.6,0.4,153.5
4514,Shawbury,2009,2,7.7,1.9,43.6
4515,Shawbury,2009,3,11.0,2.6,51.8
4516,Shawbury,2009,4,13.9,5.9,53.5
4517,Shawbury,2009,5,17.1,8.5,68.0
4518,Shawbury,2009,6,21.0,11.5,114.8
4519,Shawbury,2009,7,20.2,13.1,194.1
4520,Shawbury,2009,8,20.7,13.0,76.0
4521,Shawbury,2009,9,19.1,10.6,34.7
4522,Shawbury,2009,10,16.3,8.6,73.6
4523,Shawbury,2009,11,12.6,6.5,220.4
4524,Shawbury,2009,12,7.2,0.4,114.9
4525,Shawbury,2010,1,5.7,-1.1,73.5
4526,Shawbury,2010,2,7.3,0.8,72.1
4527,Shawbury,2010,3,10.8,2.8,72.6
4528,Shawbury,2010,4,15.1,5.0,28.7
4529,Shawbury,2010,5,17.1,7.5,28.5
4530,Shawbury,2010,6,21.9,11.1,21.9
4531,Shawbury,2010,7,22.0,13.7,88.0
4532,Shawbury,2010,8,20.6,12.0,144.6
4533,Shawbury,2010,9,18.6,10.2,94.8
4534,Shawbury,2010,10,14.8,7.4,82.8
4535,Shawbury,2010,11,9.4,2.7,101.0
4536,Shawbury,2010,12,3.9,-3.4,39.8
4537,Shawbury,2011,1,7.3,1.6,122.2
4538,Shawbury,2011,2,10.2,4.7,80.4
4539,Shawbury,2011,3,12.0,3.8,22.6
4540,Shawbury,2011,4,18.2,8.0,5.1
4541,Shawbury,2011,5,16.8,9.0,56.7
4542,Shawbury,2011,6,18.7,10.3,88.9
4543,Shawbury,2011,7,20.7,11.8,80.6
4544,Shawbury,2011,8,19.9,12.0,64.4
4545,Shawbury,2011,9,19.4,12.1,97.8
4546,Shawbury,2011,10,16.9,9.9,81.6
4547,Shawbury,2011,11,13.4,7.7,84.0
4548,Shawbury,2011,12,10.2,3.7,145.2
4549,Shawbury,2012,1,9.6,3.8,140.4
4550,Shawbury,2012,2,8.5,1.7,35.8
4551,Shawbury,2012,3,13.9,4.6,27.2
4552,Shawbury,2012,4,12.5,4.4,160.0
4553,Shawbury,2012,5,17.4,8.5,66.8
4554,Shawbury,2012,6,17.9,11.6,180.8
4555,Shawbury,2012,7,20.1,11.9,123.2
4556,Shawbury,2012,8,20.9,13.8,117.4
4557,Shawbury,2012,9,17.9,9.2,94.6
4558,Shawbury,2012,10,13.9,7.0,158.2
4559,Shawbury,2012,11,10.9,4.0,162.6
4560,Shawbury,2012,12,9.4,2.5,229.4
4561,Shawbury,2013,1,7.3,2.4,145.0
4562,Shawbury,2013,2,7.0,1.3,56.6
4563,Shawbury,2013,3,7.1,1.1,107.0
4564,Shawbury,2013,4,12.1,4.1,46.2
4565,Shawbury,2013,5,16.0,6.8,89.2
4566,Shawbury,2013,6,19.1,10.9,39.2
4567,Shawbury,2013,7,25.0,14.5,25.9
4568,Shawbury,2013,8,22.0,12.9,74.2
4569,Shawbury,2013,9,18.7,10.9,68.2
4570,Shawbury,2013,10,16.7,10.2,230.6
4571,Shawbury,2013,11,10.8,3.1,93.8
4572,Shawbury,2013,12,10.6,3.3,159.6
4573,Shawbury,2014,1,9.6,3.2,234.6
4574,Shawbury,2014,2,10.1,4.1,161.4
4575,Shawbury,2014,3,12.3,3.8,61.6
4576,Shawbury,2014,4,15.1,6.9,100.0
4577,Shawbury,2014,5,17.1,9.1,135.6
4578,Shawbury,2014,6,21.3,12.1,76.8
4579,Shawbury,2014,7,23.6,13.7,39.8
4580,Shawbury,2014,8,19.9,11.4,185.1
4581,Shawbury,2014,9,20.7,11.5,14.2
4582,Shawbury,2014,10,16.4,10.1,122.6
4583,Shawbury,2014,11,12.4,6.3,155.8
4584,Shawbury,2014,12,9.6,2.1,109.8
4585,Shawbury,2015,1,9.0,2.2,158.2
4586,Shawbury,2015,2,8.3,1.3,124.2
4587,Shawbury,2015,3,11.0,3.5,55.8
4588,Shawbury,2015,4,16.1,6.0,9.8
4589,Shawbury,2015,5,15.9,7.9,155.6
4590,Shawbury,2015,6,19.6,10.8,50.4
4591,Shawbury,2015,7,20.2,12.4,107.6
4592,Shawbury,2015,8,20.3,12.3,129.0
4593,Shawbury,2015,9,18.3,9.1,57.0
4594,Shawbury,2015,10,15.6,8.2,47.4
4595,Shawbury,2015,11,13.3,7.7,223.8
4596,Shawbury,2015,12,13.2,8.7,191.4
4597,Shawbury,2016,1,9.6,2.9,221.0
4598,Shawbury,2016,2,9.4,2.2,129.2
4599,Shawbury,2016,3,10.7,2.5,96.0
4600,Shawbury,2016,4,13.2,4.7,46.6
4601,Shawbury,2016,5,18.5,9.0,109.6
4602,Shawbury,2016,6,19.9,12.7,109.8
4603,Shawbury,2016,7,21.3,13.4,25.2
4604,Shawbury,2016,8,21.6,13.2,95.2
4605,Shawbury,2016,9,20.1,13.0,109.0
4606,Shawbury,2016,10,15.0,7.8,41.8
4607,Shawbury,2016,11,10.3,3.5,152.2
4608,Shawbury,2016,12,9.6,3.0,56.2
4609,Shawbury,2017,1,8.3,2.0,76.0
4610,Shawbury,2017,2,9.4,4.2,81.0
4611,Shawbury,2017,3,12.6,5.7,114.6
4612,Shawbury,2017,4,15.0,4.9,14.2
4613,Shawbury,2017,5,18.5,9.9,76.2
4614,Shawbury,2017,6,20.9,12.6,84.8
4615,Shawbury,2017,7,21.4,13.1,116.8
4616,Shawbury,2017,8,20.5,12.2,69.4
4617,Shawbury,2017,9,18.3,10.2,102.8
4618,Shawbury,2017,10,16.4,10.1,49.6
4619,Shawbury,2017,11,11.8,3.5,82.2
4620,Shawbury,2017,12,9.3,2.8,152.9
4621,Shawbury,2018,1,9.4,2.7,153.2
4622,Shawbury,2018,2,7.5,0.8,50.0
4623,Shawbury,2018,3,9.1,2.5,163.4
4624,Shawbury,2018,4,14.0,7.2,129.4
4625,Shawbury,2018,5,19.0,8.8,56.2
4626,Shawbury,2018,6,22.6,12.7,8.4
4627,Shawbury,2018,7,25.4,14.7,46.0
4628,Shawbury,2018,8,21.4,13.1,129.8
4629,Shawbury,2018,9,18.7,10.1,89.8
4630,Shawbury,2018,10,15.6,6.9,48.0
4631,Shawbury,2018,11,11.9,5.9,121.0
4632,Shawbury,2018,12,10.6,5.5,196.4
4633,Shawbury,2019,1,8.1,1.8,43.4
4634,Shawbury,2019,2,12.2,2.4,77.4
4635,Shawbury,2019,3,12.7,5.2,139.6
4636,Shawbury,2019,4,15.0,6.3,84.4
4637,Shawbury,2019,5,17.6,7.2,37.0
4638,Shawbury,2019,6,19.2,11.5,84.6
4639,Shawbury,2019,7,23.7,13.9,83.6
4640,Shawbury,2019,8,21.9,13.7,137.4
4641,Shawbury,2019,9,19.5,11.3,159.8
4642,Shawbury,2019,10,14.9,7.5,235.8
4643,Shawbury,2019,11,10.3,4.7,158.2
4644,Shawbury,2019,12,10.0,3.8,162.1
4645,Shawbury,2020,1,10.1,4.5,107.9
